text,id
"TrickBot searches the system for all of the following file extension   ,  ,  ,  g,  g4, .mp4, .mp3,  ,  ,  g,  ,  ,  ,  ,  f,  ,  x, and  .", T1083 
"It can also obtain browsing history, cookies, and plug-in information.", T1083 
"Turla surveys a system upon check-in to discover files in specific locations on the hard disk %TEMP% directory, the current user's desktop, and in the Program Files directory.", T1083 
Turla RPC backdoors have also searched for files matching the lPH*  pattern., T1083 
TYPEFRAME can search directories for files on the victim?????s machine., T1083 
UPPERCUT has the capability to gather the victim's current directory., T1083 
USBStealer searches victim drives for files matching certain extensions   or names., T1083 
Volgmer can list directories on a victim., T1083 
"WannaCry searches for variety of user files by file extension before encrypting them using RSA and AES, including Office, PDF, image, audio, video, source code, archive/compression format, and key and certificate files.", T1083 
WINERACK can enumerate files and directories., T1083 
WinMM sets a WH_CBT Windows hook to search for and capture files on the victim., T1083 
XAgentOSX contains the readFiles function to return a detailed listing   of a specified directory., T1083 
"Zebrocy searches for files that are 60mb and less and contain the following extension   ,  x,  ,  x,  ,  x,  ,  , and  .", T1083 
Zebrocy also runs the echo %APPDATA% command to list the contents of the directory., T1083 
Zebrocy can obtain the current execution path as well as perform drive enumeration., T1083 
Zeus Panda searches for specific directories on the victim?????s machine., T1083 
ZLib has the ability to enumerate files and drives., T1083 
zwShell can browse the file system., T1083 
ZxShell has a command to open a file manager and explorer on the system., T1083 
APT32's macOS backdoor changes the permission of the file it wants to execute to 755., T1222 
JPIN can use the command-line utility cacls  to change file permissions., T1222 
WannaCry uses attrib +h and icacls ., T1222 
directory Everyon  directory directory directory to make some of its files hidden and grant all users full access controls., T1222 
ADVSTORESHELL can delete files and directories., T1107 
APT18 actors deleted tools and batch files from victim systems., T1107 
"APT28 has intentionally deleted computer files to cover their tracks, including with use of the program CCleaner.", T1107 
APT29 used SDelete to remove artifacts from victims., T1107 
APT3 has a tool that can delete files., T1107 
APT32's macOS backdoor can receive a ?????delete?????command., T1107 
APT38 has used a utility called CLOSESHAVE that can securely delete a file from the system., T1107 
APT41 deleted files from the system., T1107 
AuditCred can delete files from the system., T1107 
Azorult can delete files from victim machines., T1107 
BabyShark has cleaned up all files associated with the secondary payload execution., T1107 
Backdoor.Oldrea contains a cleanup module that removes traces of itself from the victim., T1107 
Bankshot marks files to be deleted upon the next system reboot and uninstalls and removes itself from the system., T1107 
BBSRAT can delete files and directories., T1107 
Bisonal deletes its dropper and VBS scripts from the victim?????s machine., T1107 
BLACKCOFFEE has the capability to delete files., T1107 
The BRONZE BUTLER uploader or malware the uploader uses command to delete the RAR archives after they have been exfiltrated., T1107 
Calisto has the capability to use rm -rf to remove folders and files from the victim's machine., T1107 
Carbanak has a command to delete files., T1107 
"Cardinal RAT can uninstall itself, including deleting its executable.", T1107 
Recent versions of Cherry Picker delete files and registry keys created by the malware., T1107 
cmd can be used to delete files from the file system., T1107 
Cobalt Group deleted the DLL dropper from the victim?????s machine to cover their tracks., T1107 
Denis has a command to delete files from the victim?????s machine., T1107 
Derusbi is capable of deleting files., T1107 
It has been observed loading a Linux Kernel Module   and then deleting it from the hard disk as well as overwriting the data with null bytes., T1107 
"Dragonfly 2.0 deleted many of its files used during operations as part of cleanup, including removing applications and deleting screenshots.", T1107 
Elise is capable of launching a remote shell on the host to delete itself., T1107 
Epic has a command to delete a file from the machine., T1107 
EvilBunny has deleted the initial dropper after running through the environment checks., T1107 
FALLCHILL can delete malware and associated artifacts from the victim., T1107 
FELIXROOT deletes the .LNK file from the startup directory as well as the dropper components., T1107 
FIN10 has used batch scripts and scheduled tasks to delete critical system files., T1107 
FIN5 uses SDelete to clean up the environment and attempt to prevent detection., T1107 
FIN8 has deleted tmp and prefetch files during post compromise cleanup activities., T1107 
FruitFly will delete files on the system., T1107 
Fysbis has the ability to delete files., T1107 
Gazer has commands to delete files and persistence mechanisms from the victim., T1107 
gh0st RAT has the capability to to delete files., T1107 
"Gold Dragon deletes one of its files, 2 , from the endpoint after establishing persistence.", T1107 
GreyEnergy can securely delete a file by hooking into the DeleteFileA and DeleteFileW functions in the Windows API., T1107 
Malware used by Group5 is capable of remotely deleting files from victims., T1107 
HALFBAKED can delete a specified file., T1107 
HAWKBALL has the ability to delete files., T1107 
Hi-Zor deletes its RAT installer file as it executes its DLL payload file., T1107 
Honeybee removes batch files to reduce fingerprint on the system as well as deletes the CAB file that gets encoded upon infection., T1107 
HTTPBrowser deletes its original installer file once installation is complete., T1107 
Hydraq creates a backdoor through which remote attackers can delete files., T1107 
HyperBro has the ability to delete a specified file., T1107 
InnaputRAT has a command to delete files., T1107 
InvisiMole has a command to delete a file and deletes files after they have been successfully uploaded to C2 servers., T1107 
Ixeshe has a command to delete a file from the machine., T1107 
